ID,population,avg_household_size,level_up_access_pop_percent,sex_total_men,sex_total_women,race_hispanic_or_latino,race_not_hispanic_or_latino,race_american_indian_and_alaska_native,race_asian,race_black_or_african_american,race_native_hawaiian_and_other_pacific_islander,race_some_other_race,race_two_or_more,race_two_or_more_excluding_some_ther_and_three_or_more,race_two_or_more_including_some_other,race_white_alone,occupation_population_16_and_over_total,occupation_management_business_science_and_arts,occupation_service,occupation_sales_and_office,occupation_natural_resources_construction_and_maintenance,occupation_production_transporation_and_material_moving,hh_with_computer_and_internet_total,hh_with_computer,hh_with_bb_internet_subscription,industry_agriculture_forestry_fishing_and_hunting_and_mining,industry_construction,industry_manufacturing,industry_wholesale_trade,industry_retail_trade,industry_transportation_and_warehousing_and_utilities,industry_information,industry_finance_and_insurance_real_estate_and_rental_and_leasi,industry_professional_scientific_management_administrative_and_,industry_educational_services_health_care_and_social_assistance,industry_arts_entertainment_recreation_accommodation_and_food_s,industry_other_services_except_public_administration,industry_public_administration,hh_with_income_total,hh_with_income_less_than_10000,hh_with_income_10000-14999,hh_with_income_15000-24999,hh_with_income_25000-34999,hh_with_income_35000-49999,hh_with_income50000-74999,hh_with_income_75000-99999,hh_with_income_100000-149999,hh_with_income_150000-199999,hh_with_income_200000_and_greater,hh_median_income,hh_mean_income,family_structure_hh_total,family_structure_hh_with_one_or_more_under_18,family_structure_hh_with_none_under_18,employment_16_and_over_in_labor_force,employment_employed,employment_unemployed,employment_not_in_labor_force,edu_pop_over_25_less_than_9th_grade,edu_pop_over_25_9th-12th_no_diploma,edu_pop_over_25_high_school_graduate,edu_pop_over_25_some_college_no_degree,edu_pop_over_25_associates_degree,edu_pop_over_25_bachelors_degree,edu_pop_over_25_graduate_or_professional_degree,disability_population_under_18,disability_population_18-64,disability_population_65_and_over,disability_under_18_with_disability,disability_18-64_with_disability,disability_64_and_over_with_disability,citizenship_native_born,citizenship_foreign_born,age_under_5,age_5-9,age_10-14,age_15-19,age_20-24,age_25-34,age_35-44,age_45-54,age_55-59,age_60-64,age_65-74,age_75-84,age_85_and_over
"0500000US37101-Johnston County,North Carolina",191172,2.82,0.932925023170487,93865,97307,25735,165437,965,1150,28921,62,179,3678,3620,58,130482,89484,31734,14393,21010,11166,11181,67154,59875,51144,1114,9203,9877,2712,10882,4097,1691,4577,8907,18501,8041,3861,6021,67154,3551,2779,6621,6929,9393,13127,9483,10473,2856,1942,56842,70875,67154,26781,40373,94669,89484,5185,51874,5.3,8.4,29.3,22.6,12.6,15.6,6.2,49664,116100,23796,2248,15097,9656,176492,14680,12317,13387,15437,12996,10580,22976,27498,28805,11671,11199,15551,6347,2408
"0500000US37103-Jones County,North Carolina",9695,2.31,0.3923983437732244,4828,4867,445,9250,35,19,3013,0,0,142,142,0,6041,3891,955,713,760,745,718,4137,3095,2338,295,333,563,59,372,150,49,121,264,951,228,151,355,4137,459,452,609,494,483,733,478,321,65,43,36892,49842,4137,1113,3024,4272,3891,381,3793,5.1,13.3,30.4,30.9,7.2,9.1,3.9,1828,5747,2053,141,1284,980,9415,280,433,560,521,563,347,1158,1102,1300,919,739,1200,659,194
"0500000US37145-Person County,North Carolina",39305,2.46,0.8464927829830337,18989,20316,1659,37646,173,152,10424,16,54,739,723,16,26088,18065,5843,3230,3362,2270,3360,15744,13002,11714,236,1596,2781,107,1868,1094,327,451,1449,5210,1325,801,820,15744,1107,944,1946,2074,2017,3012,2104,1680,677,183,48811,62283,15744,4363,11381,19768,18065,1703,12228,4.9,8.8,36.2,22.8,12.0,10.8,4.5,8355,23550,6962,681,3918,2692,38136,1169,2059,2279,2469,2425,2149,4027,5055,5482,3021,3112,4327,2149,751
"0500000US37019-Brunswick County,North Carolina",126860,2.32,0.97778291251803,61281,65579,6028,120832,701,779,12966,36,82,2555,2465,90,103713,50793,15097,11192,12342,6411,5751,54226,49290,44039,466,5478,3332,686,7764,2870,776,2891,5456,9648,6197,2676,2553,54226,3799,2547,5189,5779,7637,10749,7364,6794,2320,2048,54406,70419,54226,10545,43681,54223,50793,3430,54321,2.6,7.0,28.6,22.6,10.6,18.2,10.4,20611,68579,36703,1148,10379,10451,121798,5062,5305,5697,6070,5502,5178,11716,12629,14930,10163,12488,25471,9325,2386
"0500000US37009-Ashe County,North Carolina",26786,2.23,0.9960298496489358,13168,13618,1336,25450,97,114,199,19,0,221,212,9,24800,12440,3359,2703,2706,1927,1745,11805,9238,8187,527,1470,1285,213,1716,348,323,566,761,2714,1303,763,451,11805,1031,844,1490,1896,1726,1999,1413,1076,196,134,40978,54238,11805,3039,8766,13044,12440,604,9443,5.6,10.2,32.3,21.7,11.2,12.7,6.3,4884,15389,6250,139,1977,2050,25838,948,1174,1184,1611,1349,1236,2724,3139,3685,1999,2258,3782,1913,732
"0500000US37013-Beaufort County,North Carolina",47243,2.42,0.8013363408094649,22709,24534,3609,43634,110,38,11826,0,17,549,535,14,31094,18867,6074,3431,3448,2674,3240,19325,15260,12644,855,1340,3019,437,1681,590,200,707,1126,4772,1632,1350,1158,19325,1720,1613,2655,2166,2658,3265,2085,1958,680,525,43688,61571,19325,5056,14269,20706,18867,1839,17923,3.9,8.6,33.6,23.2,11.4,12.3,7.1,9745,26555,10572,352,4399,4073,45840,1403,2292,2590,3068,2812,2769,4488,5131,6029,3528,3728,6508,3120,1180
"0500000US37107-Lenoir County,North Carolina",57227,2.42,0.7556703426334698,27391,29836,4364,52863,161,266,22190,8,27,1917,1917,0,28294,23378,6878,4775,4436,2710,4579,23121,18961,17191,928,1909,4251,666,2326,948,181,536,1430,6104,1695,1191,1213,23121,1952,2002,3784,2812,3513,4217,2214,1838,438,351,38387,53773,23121,6940,16181,26652,23378,3274,19144,7.5,12.1,32.1,22.4,11.3,10.0,4.6,12542,32800,10705,1217,7458,4692,54754,2473,3278,3705,3606,3553,3270,6578,6234,7528,4488,4031,6215,3497,1244
"0500000US37109-Lincoln County,North Carolina",81441,2.52,0.9745316873192656,40372,41069,5755,75686,169,556,4048,34,243,1363,1349,14,69273,38100,11415,5546,9153,4296,7690,32022,27701,25304,417,2773,7118,1384,5147,2831,460,2050,3216,6407,2959,1807,1531,32022,1919,1542,3711,3003,4491,6058,4308,4043,1362,1585,53318,73030,32022,10859,21163,40684,38100,2584,25367,4.2,10.2,31.1,23.5,9.6,14.8,6.6,17562,49769,13501,1077,6671,4392,77510,3931,4114,5129,5065,4912,4324,8813,10518,12958,6325,5522,8576,3846,1339
"0500000US37133-Onslow County,North Carolina",193912,2.71,0.9692578951888732,107681,86231,24094,169818,738,3916,26115,376,245,9610,9520,90,128818,63221,19288,14138,15770,7086,6939,64065,59747,54776,467,5031,2312,933,9747,2328,972,2356,6562,14053,8396,3356,6708,64065,4064,2606,6136,8116,11505,13789,8287,6760,1866,936,49491,61073,64065,25058,39007,69930,63221,6709,43546,2.4,6.3,29.2,30.1,10.6,14.9,6.5,47281,92035,16557,2951,16888,7459,186228,7684,17542,13048,10818,14777,34547,36014,19524,15978,8003,6864,9930,5647,1220
"0500000US37135-Orange County,North Carolina",142938,2.51,0.9156030040750344,68187,74751,12014,130924,714,10984,16035,8,225,3834,3604,230,99124,73172,40082,11693,13153,4272,3972,52529,49118,45898,535,3679,4409,1097,6387,1494,1136,3950,9434,28581,7034,2996,2440,52529,3225,1923,4230,4127,6597,8066,6183,6936,3968,7274,68211,107834,52529,15513,37016,76525,73172,3353,41604,3.6,3.7,14.8,13.7,6.6,24.8,32.7,28518,95624,18156,905,6438,5203,123954,18984,6593,8138,8593,13567,17104,17944,16692,18542,8523,8878,11710,4902,1752
"0500000US37161-Rutherford County,North Carolina",66532,2.48,0.7466917304450312,32258,34274,2817,63715,338,293,6404,13,1,1153,1122,31,55513,26422,7272,4652,5314,2855,6329,26345,20694,17540,294,1672,5500,388,3454,1442,184,789,2110,6166,2136,1377,910,26345,2234,2138,4115,3119,4283,4732,2505,2049,510,660,40347,54078,26345,6889,19456,28832,26422,2410,25499,5.2,12.2,31.9,22.0,11.4,11.6,5.7,13972,38257,13329,557,7043,5557,64901,1631,3393,3750,3906,4588,3471,6850,7590,9432,4873,4924,8099,3976,1680
"0500000US37163-Sampson County,North Carolina",63561,2.66,0.5763328139018746,31231,32330,12297,51264,1027,374,15844,0,0,1450,1344,106,32569,26584,7004,4211,4765,4398,6206,23537,18596,14035,2540,2356,4482,587,3488,1356,304,529,1281,5617,1603,1347,1094,23537,2094,1904,3501,3300,3380,4083,2501,1819,459,496,39068,56453,23537,7769,15768,29042,26584,2458,20538,9.9,12.4,33.3,21.6,10.0,9.1,3.6,15637,36727,10536,853,6361,4579,57330,6231,4091,4417,4405,4198,3933,7118,7841,8472,4306,3914,6332,3543,991
"0500000US37197-Yadkin County,North Carolina",37665,2.42,0.9910000796453128,18666,18999,4120,33545,58,39,1308,26,16,291,291,0,31807,15731,4276,2646,3011,1978,3820,15448,12332,10593,481,1452,3347,379,1628,718,217,509,1442,3217,1322,633,386,15448,1167,919,2110,2263,2353,2916,1757,1393,265,305,42876,55951,15448,4522,10926,16620,15731,889,14024,6.6,12.3,34.7,23.8,11.3,8.0,3.4,8061,22312,7014,413,3068,2831,35782,1883,1980,2259,2279,2344,2170,3865,4448,5725,2557,2830,4105,2324,779
"0500000US37011-Avery County,North Carolina",17501,2.15,0.6952212792618329,9488,8013,896,16605,237,149,770,0,5,146,142,4,15298,6718,1892,2001,1289,780,756,6587,5208,4425,234,674,393,117,817,192,75,204,424,1901,1189,199,299,6587,496,576,1086,881,1086,1111,583,457,126,185,38134,54926,6587,1303,5284,7018,6718,300,8193,6.4,11.3,29.7,23.9,8.0,12.2,8.4,2631,8782,3606,60,1408,1523,16926,575,643,649,861,1069,1155,2089,2416,2494,1140,1285,2163,1133,404
"0500000US37023-Burke County,North Carolina",89712,2.5,0.9602586063988506,44798,44914,5342,84370,374,3251,5757,93,148,1478,1460,18,73269,38284,10967,8243,6691,3431,8952,34672,27322,23680,417,2030,9309,953,3802,1260,318,973,2300,9598,3871,1402,2051,34672,2723,2557,4464,4592,5456,6596,3767,2783,915,819,42516,58290,34672,10088,24584,42012,38284,3728,32534,7.3,11.8,30.5,22.4,11.5,10.8,5.8,17155,53560,16639,888,9646,7297,85764,3948,4274,4576,5091,6188,5309,10242,10607,12933,6671,6625,9928,5171,2097
"0500000US37033-Caswell County,North Carolina",22746,2.38,0.4733675455671562,11393,11353,867,21879,51,151,7492,47,0,225,225,0,13913,9549,2824,1815,1836,973,2101,9110,6906,5748,287,567,1584,174,1235,487,65,354,668,2368,590,429,741,9110,719,691,1197,1051,1407,1706,1099,837,245,158,43961,56304,9110,2572,6538,10247,9549,698,8634,7.1,13.4,33.3,20.3,10.4,10.9,4.6,4311,13126,4425,171,2021,1816,22179,567,1058,1108,1368,1231,1309,2411,2689,3296,2008,1678,2782,1214,594
"0500000US37059-Davie County,North Carolina",41991,2.6,0.9939317555897866,20374,21617,2796,39195,156,292,2305,0,30,850,850,0,35562,19284,6169,2932,4372,1846,3965,15999,13952,12948,370,1369,3594,719,2628,1001,146,969,2035,3640,1319,920,574,15999,664,811,1576,1690,2290,3085,2360,1905,819,799,57611,76109,15999,4991,11008,20409,19284,1125,13856,4.2,9.1,31.4,22.1,10.3,14.3,8.6,9022,24526,8118,602,2895,2996,40023,1968,1981,2512,2756,2672,2162,3957,4948,6486,3096,3108,4743,2778,792
"0500000US37061-Duplin County,North Carolina",59062,2.69,0.6166391447200422,28780,30282,12909,46153,206,164,14318,32,25,838,838,0,30570,24447,5954,4365,4307,4049,5772,21781,16900,13275,2513,1838,4722,662,2879,1513,87,563,1212,4874,1868,1013,703,21781,1994,2038,3055,2881,3331,4035,1875,1985,395,192,38850,50651,21781,6893,14888,26866,24447,2419,19308,12.5,13.4,32.5,21.2,9.4,7.6,3.5,14384,34253,10023,635,6024,4756,52078,6984,3721,4119,4043,3756,3487,6679,7141,7716,3978,4193,5989,2956,1284
"0500000US37063-Durham County,North Carolina",306457,2.37,0.9914359751260652,146535,159922,41189,265268,726,14981,111859,117,774,7377,7179,198,129434,158434,78454,26179,28055,10931,14815,123444,113335,105481,555,9401,11501,2921,12771,4442,3228,8975,22563,53269,15254,7748,5806,123444,8252,5152,11286,11755,16463,21448,15309,18194,7491,8094,58190,82588,123444,35500,87944,167049,158434,8615,79849,5.5,6.1,17.3,16.9,6.7,25.3,22.2,65544,199734,35637,2120,16354,11738,264164,42293,20531,18479,16850,19539,21601,55222,43798,38020,18137,17224,22683,9906,4467
"0500000US37105-Lee County,North Carolina",60125,2.72,0.9775644657396766,29225,30900,11556,48569,424,644,11642,23,106,829,805,24,34901,26541,7647,4534,5478,3030,5852,21744,18283,16180,346,1895,6118,741,2846,1089,233,943,2208,5306,2032,1448,1336,21744,1467,1380,2672,2307,3271,4048,2800,2282,927,590,48873,63657,21744,6879,14865,28809,26541,2268,17749,7.0,9.6,27.2,22.9,12.4,14.1,6.8,14859,35016,9161,865,4939,3248,53909,6216,3881,4132,4338,4003,3526,7517,7406,8097,4227,3500,5603,2870,1025
"0500000US37129-New Hanover County,North Carolina",224231,2.32,0.998379316668728,107274,116957,12159,212072,394,2970,30738,185,250,4680,4556,124,172855,109010,43394,21072,25921,8995,9628,93636,85251,78187,341,7150,7343,2378,14585,3777,2869,8192,13284,25365,15010,5810,2906,93636,7859,4904,9869,9504,12466,16133,10964,12086,4583,5268,52716,75539,93636,22995,70641,116158,109010,7148,69844,2.2,4.9,21.6,22.3,9.8,26.4,12.9,42379,142734,36618,2010,14613,11446,212857,11374,11314,11783,12072,14804,21591,30059,28103,28286,14875,13917,22625,10483,4319
"0500000US37191-Wayne County,North Carolina",124002,2.51,0.9656463441375446,60640,63362,14320,109682,333,1587,37521,43,194,3364,3300,64,66640,52418,15010,9865,10878,6634,10031,48153,40911,36528,2388,3405,7477,1607,6693,2257,458,1517,2746,12886,4756,2889,3339,48153,3642,3589,6412,6551,7353,8399,4954,4967,1151,1135,42192,60081,48153,16086,32067,56836,52418,4418,38358,6.8,9.1,30.5,22.9,11.2,13.9,5.7,29593,71406,18942,1874,10420,7524,114395,9607,8338,7884,8491,7953,9231,16509,14515,15720,7837,8202,11308,5976,2038
"0500000US37165-Scotland County,North Carolina",35262,2.49,0.9073026448037216,17398,17864,1030,34232,4001,274,13727,8,0,846,808,38,15376,12081,3359,2584,2416,888,2834,13113,9828,7622,315,410,2655,290,1421,317,109,364,561,3436,1128,576,499,13113,1914,1312,1860,1379,1795,2278,1303,976,213,83,35617,46614,13113,4310,8803,13808,12081,1727,14177,5.6,14.5,34.1,21.4,8.9,9.8,5.7,8101,19488,5636,245,3103,2609,34456,806,2202,2438,2263,2243,2442,4176,4329,4448,2349,2412,3552,1677,731
"0500000US37083-Halifax County,North Carolina",51737,2.38,0.7465706858628275,24959,26778,1440,50297,1836,395,27237,67,4,821,766,55,19937,19437,5176,4063,3616,1852,4730,21116,15973,12020,453,958,3958,595,2073,986,204,386,1222,4578,1601,1066,1357,21116,2649,2091,3108,2954,2940,3220,1828,1562,481,283,34251,50483,21116,6132,14984,21288,19437,1851,20604,7.6,14.9,37.8,17.3,7.9,9.7,4.7,11160,29495,9733,472,5170,4057,50716,1021,2722,3131,3378,3124,2991,5842,5621,7117,3874,3834,5804,3129,1170
"0500000US37001-Alamance County,North Carolina",160576,2.43,0.9880412979351032,76259,84317,19905,140671,409,2478,30569,64,266,3172,3128,44,103713,75612,24774,13051,16777,7574,13436,64059,55693,48651,651,5382,12175,2060,9531,2554,819,3584,6480,19316,7291,3147,2622,64059,4614,3509,8239,7561,10606,10587,7004,7918,2483,1538,45735,64199,64059,19896,44163,80141,75612,4529,48262,5.6,8.8,27.6,23.9,10.1,16.8,7.2,36182,97780,25474,1795,11433,9533,147921,12655,9347,10049,10372,12388,10389,19643,18983,22402,10647,10049,14889,7801,3617
"0500000US37087-Haywood County,North Carolina",60433,2.28,0.8187172039732337,29220,31213,2307,58126,278,311,617,0,50,737,737,0,56133,26560,8616,5612,5362,3217,3753,26336,21776,18189,408,2140,3341,448,3357,700,439,1256,2300,7216,2767,1252,936,26336,1716,1469,3572,3103,3342,5302,3220,2833,894,885,49800,66018,26336,6878,19458,27879,26560,1319,22955,2.7,9.2,26.5,23.2,13.3,15.0,10.0,11043,34718,14198,445,5188,4897,58894,1539,2863,2652,3521,3144,3078,6520,6726,8194,4581,4606,8399,4594,1555
"0500000US37005-Alleghany County,North Carolina",10973,2.28,0.9916494567657358,5386,5587,1054,9919,37,26,255,1,0,52,52,0,9548,4555,1210,858,1072,733,682,4746,3689,3349,265,615,471,64,654,164,25,245,293,1122,315,188,134,4746,407,427,754,669,766,801,446,349,59,68,37558,48505,4746,1222,3524,4839,4555,284,4480,7.0,16.4,29.5,21.9,8.6,10.4,6.2,1943,6183,2724,142,1199,1192,10439,534,441,477,642,678,492,832,1313,1470,869,957,1618,894,290
"0500000US37045-Cleveland County,North Carolina",97159,2.59,0.9459906479080309,46856,50303,3317,93842,289,988,20205,0,226,1167,1148,19,70967,39701,12080,6945,7727,3867,9082,36882,28032,23261,373,2409,8178,893,4972,1890,461,1021,2798,9452,3532,1899,1823,36882,4040,2741,4933,4157,6391,6360,3504,3204,914,638,40393,54469,36882,10758,26124,43705,39701,4004,34712,5.0,11.1,34.7,21.1,10.7,10.5,6.9,21438,58233,17252,723,8382,6631,94831,2328,5389,5945,6189,6633,6545,10655,11059,13916,6701,6709,10433,5218,1767
"0500000US37077-Granville County,North Carolina",58874,2.62,0.8182088910212928,30046,28828,4563,54311,285,266,17718,0,111,1677,1620,57,34254,26285,8886,4919,5028,2679,4773,21030,17949,15923,423,1400,4208,756,2440,1205,350,1492,2955,6295,1527,1254,1980,21030,1329,1230,1769,2348,2722,4094,3012,2903,832,791,55628,69571,21030,7215,13815,27980,26285,1695,20164,7.3,8.4,31.3,21.2,9.4,15.2,7.1,12146,34842,9123,346,5057,3578,56221,2653,2899,3261,3774,3874,3688,6516,7575,9259,4756,3753,5817,2925,777
"0500000US37093-Hoke County,North Carolina",53239,2.92,0.8610251117991056,26320,26919,6950,46289,4274,754,17412,69,226,2089,2048,41,21465,18961,5651,3439,4012,2360,3499,17722,15308,13875,516,992,2727,219,2674,797,247,611,1555,4787,1282,757,1797,17722,1616,1012,1690,2020,3018,3148,2319,2135,560,204,47535,58489,17722,7294,10428,20849,18961,1888,16231,5.2,8.8,27.8,28.4,11.5,12.7,5.7,14822,29659,4648,865,5083,2453,50103,3136,4654,3881,4166,3199,3239,9836,7520,6331,3121,2473,3164,1065,590
"0500000US37097-Iredell County,North Carolina",172525,2.62,0.9724863999647968,84936,87589,12869,159656,288,4026,20869,32,218,2679,2625,54,131544,83378,28961,12962,18067,7502,15886,65246,58078,52326,923,5332,15642,2570,11842,4226,679,4426,7492,15953,8494,3828,1971,65246,3182,2929,5967,6447,9270,12891,8222,8921,3528,3889,58198,82420,65246,22300,42946,88727,83378,5349,48238,4.1,6.9,28.1,22.9,10.5,19.1,8.4,40376,105125,25848,2144,11755,8607,161609,10916,9613,10479,12661,11536,10205,20042,22463,26653,12807,9817,15951,7870,2428
"0500000US37147-Pitt County,North Carolina",177372,2.47,0.8679270337112222,83620,93752,10903,166469,460,3054,61235,45,744,3932,3878,54,96999,83183,31147,17286,17772,6315,10663,69169,60675,54063,1037,4796,9248,1472,9489,2730,1328,4216,5253,25331,9905,4644,3734,69169,7628,4674,8118,7293,9750,11990,6991,7730,2841,2154,44315,63834,69169,21118,48051,91627,83183,8444,51278,3.3,7.3,23.6,22.0,12.0,20.5,11.3,38401,116413,21449,2000,11751,8743,169105,8267,10441,10471,11219,14914,23438,24256,20932,20110,9885,9767,13198,6736,2005
"0500000US37039-Cherokee County,North Carolina",27668,2.29,0.36019851810429193,13583,14085,846,26822,390,193,364,0,39,585,585,0,25251,10300,3085,2015,2303,1322,1575,11895,9745,8310,221,1064,1289,94,1418,266,274,330,766,2230,1437,550,361,11895,946,976,1459,1830,1822,2156,1502,869,250,85,40294,51202,11895,2497,9398,11002,10300,702,12430,4.5,9.2,34.6,20.6,11.8,10.8,8.4,4763,14954,7660,210,2493,2946,26950,718,1129,1232,1486,1470,1120,2333,2914,3520,2070,2577,4817,2285,715
"0500000US37193-Wilkes County,North Carolina",68460,2.38,0.9913319300707478,33719,34741,4316,64144,192,419,2750,139,11,693,669,24,59940,29252,8134,4920,6170,3845,6183,28355,23071,20217,882,2488,4888,728,4719,1398,398,1078,2124,6219,1764,1424,1142,28355,2222,2607,4507,3520,3717,5424,2826,2213,666,653,40829,56273,28355,7630,20725,31051,29252,1799,24777,8.0,13.4,31.5,21.4,10.1,10.7,4.9,14226,39785,13649,727,6230,5715,65664,2796,3405,3760,4433,4050,3745,7159,8026,9768,5055,5052,8144,4545,1318
"0500000US37003-Alexander County,North Carolina",37119,2.61,0.8537749686641598,18942,18177,1723,35396,150,402,2105,31,0,463,457,6,32245,16264,4396,2326,2747,1438,5357,13722,10790,9571,405,969,5205,354,1782,891,82,466,614,3408,810,746,532,13722,903,816,2005,1546,2318,2254,1723,1427,315,415,44961,63086,13722,4149,9573,17434,16264,1170,13039,5.5,12.9,38.6,17.2,11.1,10.1,4.6,7602,21326,6910,470,3439,2601,35809,1310,1822,1989,2337,2230,2015,4321,4842,5348,2735,2391,4145,2152,792
"0500000US37031-Carteret County,North Carolina",68920,2.28,0.9980567990442332,33839,35081,2930,65990,177,781,3859,40,54,1555,1542,13,59524,30598,10793,6187,6863,3797,2958,29690,26781,24460,593,2568,1647,532,3972,1333,346,1828,3039,6494,4195,1500,2551,29690,1565,1513,3388,3172,4070,5873,4076,3537,1274,1222,54428,72578,29690,7431,22259,32757,30598,2159,24630,2.8,6.0,25.1,26.0,11.7,16.7,11.7,12402,39127,15935,1121,6328,5779,66631,2289,2964,3500,3621,3597,3283,7086,7752,9520,5684,5676,9961,4708,1568
"0500000US37139-Pasquotank County,North Carolina",39479,2.51,0.9988449176376054,19146,20333,2031,37448,35,646,14362,58,10,689,679,10,21648,16289,5019,3344,3742,2021,2163,14780,12470,10936,220,996,1535,436,2413,595,178,593,1191,4066,1660,728,1678,14780,1320,876,1800,1469,2391,2487,1902,1674,609,252,48279,60884,14780,4489,10291,17476,16289,1187,13415,4.8,8.7,31.6,24.6,9.8,12.5,8.0,8774,23131,6123,365,2886,2467,37930,1549,2486,2609,2371,2374,2825,5498,4520,5048,2901,2480,3810,1860,697
"0500000US37173-Swain County,North Carolina",14254,2.57,0.4483217714245673,6799,7455,731,13523,3962,47,60,0,0,586,586,0,8868,5693,1596,1989,939,668,501,5443,3620,2768,198,321,191,69,387,115,74,299,404,1457,1391,228,559,5443,520,481,749,768,897,1009,389,435,105,90,36773,52160,5443,1398,4045,6113,5693,420,5318,6.9,14.8,31.1,21.6,9.6,11.0,5.0,3173,8310,2591,104,1331,1178,13869,385,898,934,827,899,839,1687,1627,1848,984,980,1648,733,350
"0500000US37007-Anson County,North Carolina",25306,2.47,0.774114374539802,13285,12021,999,24307,86,335,12333,9,7,249,249,0,11288,10354,2602,2149,1397,1374,2832,9516,7482,6569,473,772,2449,181,673,758,36,314,412,2760,522,311,693,9516,912,827,1461,1145,1558,1451,959,905,195,103,39126,50787,9516,2453,7063,11493,10354,1139,9493,5.3,14.2,41.5,20.7,8.7,7.2,2.4,4932,14365,4225,255,2152,1788,24553,753,1196,1458,1410,1400,1750,3624,3150,3539,1759,1677,2691,1167,485
"0500000US37069-Franklin County,North Carolina",64902,2.56,0.8368114361167724,32281,32621,5276,59626,293,360,16296,1,286,1146,999,147,41244,29810,9882,5301,6469,3905,4253,24749,20902,18649,714,2595,3922,697,4131,1165,324,1569,3101,6320,1941,1734,1597,24749,1276,1256,2921,2694,3562,4672,3367,3388,916,697,53175,67031,24749,7652,17097,31541,29810,1731,20541,5.8,10.0,29.5,23.7,9.7,14.7,6.5,14574,39319,10080,826,5168,4055,61315,3587,3635,3765,4547,4132,4009,7337,8313,9448,4892,4407,6413,3078,926
"0500000US37113-Macon County,North Carolina",34410,2.17,0.5955322531165462,16630,17780,2367,32043,193,267,464,0,82,311,294,17,30726,13955,4261,3291,3103,1707,1593,15699,12892,11094,191,1606,905,268,1926,567,303,736,1170,3061,1917,877,428,15699,1093,982,2182,2017,2399,2993,1620,1564,304,545,43597,62962,15699,3532,12167,14605,13955,650,14114,4.2,7.2,30.6,24.5,9.4,16.3,7.9,6379,18322,9513,307,2477,3215,32639,1771,1683,1622,1856,1810,1567,3587,3303,4047,2729,2553,5562,3054,1037
"0500000US37175-Transylvania County,North Carolina",33513,2.28,0.8971033038622616,16045,17468,1090,32423,103,111,1500,15,0,430,391,39,30264,13511,4289,2779,3078,1728,1637,14123,12590,11052,186,1500,1253,262,1520,420,158,598,1238,3361,1816,803,396,14123,958,557,1532,2011,2446,2669,1828,1411,354,357,46629,62567,14123,2944,11179,14340,13511,829,14340,3.4,8.0,27.0,22.0,8.2,18.7,12.7,5363,18216,9459,288,2168,2921,32254,1259,1410,1419,1550,1895,1874,3181,3181,4038,2403,2837,5308,3053,1364
"0500000US37047-Columbus County,North Carolina",56293,2.39,0.8193053253585069,27981,28312,2941,53352,1874,245,17134,9,163,530,505,25,33397,19740,5407,4488,3877,2428,3540,22306,16590,13718,455,1499,2189,399,2184,1262,128,966,1509,5195,1819,831,1304,22306,2586,1942,3375,2778,3333,3619,1871,1909,477,416,36398,54620,22306,6927,15379,21227,19740,1487,24239,6.3,12.2,34.7,24.4,9.4,9.0,4.1,12083,30877,10431,636,5451,4605,54453,1840,2819,3489,3596,3555,3458,6772,6581,7475,4000,3756,6486,3313,993
"0500000US37123-Montgomery County,North Carolina",27338,2.51,0.6174879475950392,13546,13792,4176,23162,113,407,4914,5,30,397,397,0,17296,10551,2722,1968,1484,1590,2787,10411,7874,7006,349,836,2996,166,830,269,76,345,669,2277,669,493,576,10411,942,696,1453,1308,1592,1994,1054,837,275,260,42346,58723,10411,2952,7459,11078,10551,527,10685,7.7,13.0,34.9,20.4,9.3,10.5,4.3,6213,14880,5134,134,1932,1840,24939,2399,1513,1465,2014,1815,1538,2904,3088,3797,1996,1951,3197,1542,518
"0500000US37153-Richmond County,North Carolina",45189,2.36,0.9374512034620448,22124,23065,2870,42319,1049,419,14303,0,0,647,646,1,25901,17389,4636,3272,3538,2009,3934,18546,14458,13024,534,1126,3123,499,2372,995,108,541,852,3919,1154,1091,1075,18546,2028,1801,2938,2265,2955,2793,1784,1548,219,215,36091,49511,18546,5905,12641,19230,17389,1841,16473,7.3,12.4,34.9,21.9,9.5,9.3,4.7,10432,25861,7513,361,4418,3255,43383,1806,2779,2609,3250,2807,3174,5312,5442,5988,2924,3212,4597,2354,741
